Datalogfile:;R102_IBN_TORGUE
2016-08-02 17:14:57
Samplerate:;24.0;ms

Conditions:
1;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 1: Torque (REAL)
2;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 2: Torque (REAL)
3;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 3: Torque (REAL)
4;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 4: Torque (REAL)
5;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 5: Torque (REAL)
6;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 6: Torque (REAL)
7;No log
8;No log

No;Value 1;Value 2;Value 3;Value 4;Value 5;Value 6;Value 7;Value 8;
1492;0.03274601;-0.1359256;4.824052;-0.5655313;0.1214823;0.01310621;;;
1493;0.01764147;-0.09972351;4.84281;-0.6031746;0.1299852;0.01985071;;;
1494;0.02380193;-0.1604219;4.851868;-0.7057565;0.1391742;0.01713084;;;
1495;0.01253719;-0.127086;4.845865;-0.7187397;0.1418828;0.02315072;;;
1496;0.01455372;-0.1023158;4.849951;-0.7538164;0.1537653;0.01819271;;;
1497;0.02430348;-0.1050689;4.853981;-0.792361;0.1582599;0.01955942;;;
1498;0.006808872;-0.1301919;4.852977;-0.8186081;0.1697277;0.02210595;;;
1499;0.02312616;-0.09533343;4.849379;-0.8362157;0.1726461;0.01900635;;;
1500;0.01096236;-0.107961;4.845031;-0.8349816;0.1830346;0.02141823;;;
1501;0.01143136;-0.1267077;4.839134;-0.9004228;0.1973548;0.02606666;;;
1502;0.01294793;-0.1081406;4.847396;-0.9007408;0.1953268;0.02443603;;;
1503;0.006006217;-0.1491992;4.846807;-0.8528545;0.2034818;0.01654662;;;
1504;0.01344514;-0.09307142;4.847126;-0.9072184;0.2145137;0.02601715;;;
1505;-0.01255354;-0.1135537;4.837441;-0.8900397;0.2216147;0.02200918;;;
1506;-0.01514107;-0.1218769;4.843092;-0.8803291;0.231775;0.02831364;;;
1507;0.001562579;-0.1290703;4.865181;-0.8806187;0.2306098;0.02620085;;;
1508;-0.01007987;-0.1178491;4.840159;-0.8218084;0.2450852;0.0222566;;;
1509;0.001458048;-0.1084384;4.84151;-0.8348907;0.2547764;0.03040843;;;
1510;-0.0009232012;-0.09777055;4.829571;-0.8589168;0.2580727;0.03208031;;;
1511;-0.01450956;-0.10393;4.827113;-0.8771222;0.260092;0.02542782;;;
1512;0.006839237;-0.109259;4.836208;-0.8108371;0.2785518;0.02387045;;;
1513;-0.007168372;-0.09971535;4.845624;-0.7145503;0.275243;0.02464964;;;
1514;-0.0189706;-0.1340503;4.832424;-0.7263754;0.2797306;0.03634538;;;
1515;0.002029387;-0.09775648;4.838413;-0.7988377;0.278813;0.03282941;;;
1516;-0.005406219;-0.1049002;4.840132;-0.7401966;0.2981004;0.03177257;;;
1517;0.001542232;-0.1329583;4.820581;-0.7374406;0.2946277;0.02841855;;;
1518;-0.001903118;-0.1161109;4.828957;-0.6475855;0.2948899;0.0305738;;;
1519;-0.003982136;-0.138234;4.828451;-0.6454725;0.2583453;0.03475611;;;
1520;0.0113809;-0.09085402;4.820843;-0.6487901;0.2753676;0.03083792;;;
1521;-0.009626499;-0.1047355;4.815921;-0.5690666;0.2765701;0.03275676;;;
1522;0.00796321;-0.1081908;4.843245;-0.5947264;0.2679164;0.02112991;;;
1523;0.003336745;-0.125793;4.830153;-0.6286231;0.2744085;0.02634316;;;
1524;-0.005309563;-0.1028968;4.83276;-0.6259472;0.2505287;0.03078398;;;
1525;0.006221144;-0.08729599;4.828752;-0.5895349;0.2441758;0.03308981;;;
1526;-0.0001860321;-0.0864003;4.833799;-0.5264052;0.2506805;0.03286191;;;
1527;-0.006618905;-0.1279539;4.828286;-0.5755897;0.2453249;0.02802641;;;
1528;-0.006045155;-0.1022312;4.838645;-0.5816709;0.230579;0.02780631;;;
1529;-0.02058033;-0.1075181;4.812705;-0.5222475;0.2282906;0.03982486;;;
1530;0.00428943;-0.1016846;4.819108;-0.5588836;0.2296662;0.03369754;;;
1531;0.001204216;-0.109622;4.814723;-0.5278921;0.2240424;0.03353785;;;
1532;-0.006237209;-0.1017869;4.82597;-0.5443615;0.2146516;0.0470963;;;
1533;-0.004832564;-0.08096691;4.818165;-0.5736622;0.202327;0.03239726;;;
1534;-0.004903642;-0.09429935;4.817184;-0.4980978;0.202849;0.03952558;;;
1535;-0.001880768;-0.1282493;4.814181;-0.480524;0.1912407;0.03679133;;;
1536;-0.005244155;-0.09264613;4.809583;-0.5279194;0.1916966;0.03575213;;;
1537;-0.00395795;-0.1122809;4.80839;-0.5185384;0.1709467;0.04001053;;;
1538;-0.01070595;-0.08687296;4.82808;-0.4588916;0.1757151;0.03005298;;;
1539;0.003877612;-0.1016375;4.814383;-0.3893177;0.1702138;0.03989129;;;
1540;0.004552015;-0.116076;4.824111;-0.4224936;0.1626791;0.03760677;;;
1541;-0.0006712955;-0.09605537;4.812331;-0.4341411;0.1570104;0.03996087;;;
1542;-0.01064602;-0.0761508;4.798934;-0.4059287;0.1566358;0.03182793;;;
1543;0.003419717;-0.1163029;4.802922;-0.4246277;0.1482167;0.02772536;;;
1544;0.01594494;-0.08771426;4.833225;-0.3492285;0.1457379;0.03917804;;;
1545;-0.0003602017;-0.1090389;4.828179;-0.3794696;0.1326353;0.03696527;;;
1546;0.006255958;-0.1332811;4.817236;-0.385027;0.1275993;0.03712748;;;
1547;0.001486931;-0.1000408;4.825789;-0.2940955;0.129288;0.03318036;;;
1548;0.003091467;-0.0796187;4.819901;-0.3277238;0.1194282;0.02956887;;;
1549;0.02024708;-0.1379066;4.817303;-0.3704937;0.1174268;0.02819912;;;
1550;0.01037899;-0.07931747;4.8088;-0.3308333;0.1095676;0.03639663;;;
1551;0.02624296;-0.08318871;4.822719;-0.2839851;0.1078346;0.03220838;;;
1552;0.007531523;-0.09697524;4.810047;-0.2532138;0.09727994;0.03243395;;;
1553;0.01538956;-0.08620472;4.818826;-0.3603736;0.09081099;0.04093047;;;
1554;0.01357048;-0.104289;4.802598;-0.414176;0.094427;0.04386256;;;
1555;0.00424405;-0.07533563;4.819578;-0.3508131;0.09559145;0.03361624;;;
1556;0.008808199;-0.08746377;4.803322;-0.3681222;0.08621986;0.04190587;;;
1557;0.01843744;-0.07395448;4.8121;-0.3643879;0.08768944;0.03714069;;;
1558;0.008291877;-0.08159211;4.824588;-0.4767396;0.09011799;0.03767901;;;
1559;0.02515743;-0.09361592;4.828249;-0.5190279;0.1030179;0.03791131;;;
1560;0.006236864;-0.1072677;4.82895;-0.4895178;0.09479015;0.04058398;;;
1561;0.01592185;-0.1059939;4.836591;-0.498311;0.1024548;0.03338377;;;
1562;0.03243363;-0.1171278;4.827801;-0.5571229;0.1061523;0.03216888;;;
1563;0.00647076;-0.09798743;4.837294;-0.6084201;0.1160512;0.02873667;;;
1564;0.01305169;-0.1045284;4.828967;-0.6792234;0.1429365;0.03601421;;;
1565;0.001381748;-0.100493;4.817618;-0.6621421;0.1358179;0.04389967;;;
1566;0.02868842;-0.09549348;4.837003;-0.6727192;0.1417228;0.03697813;;;
1567;0.01769534;-0.08105074;4.823626;-0.7442363;0.1430977;0.03561818;;;
1568;0.0199794;-0.1015384;4.824934;-0.7249175;0.1526412;0.03936178;;;
1569;0.01632765;-0.09496158;4.837017;-0.8172986;0.1617079;0.04827245;;;
1570;0.02388103;-0.1010275;4.823833;-0.8106497;0.1646547;0.02672815;;;
1571;0.004499969;-0.1010457;4.807832;-0.8387519;0.1734761;0.04159903;;;
1572;0.01366697;-0.08210293;4.844557;-0.842226;0.182138;0.0342274;;;
1573;-0.004597835;-0.1217016;4.843197;-0.8073152;0.1863324;0.03994323;;;
1574;0.008220488;-0.07810502;4.835164;-0.8486457;0.1928965;0.03317969;;;
1575;0.001131612;-0.1109457;4.816964;-0.8792913;0.2087664;0.04277116;;;
1576;-0.001370801;-0.1192896;4.810031;-0.8640822;0.2078827;0.04331013;;;
1577;0.005150205;-0.08174472;4.827905;-0.8429857;0.2196639;0.04238566;;;
1578;-0.01902032;-0.1228352;4.831149;-0.8280324;0.2298454;0.04092468;;;
1579;-0.01098164;-0.1020418;4.829525;-0.841017;0.2409752;0.04519049;;;
1580;-0.01095939;-0.1031121;4.82127;-0.8848826;0.2427043;0.03764807;;;
1581;-0.01279073;-0.07919373;4.820129;-0.8187698;0.2464726;0.0421802;;;
1582;0.001455658;-0.07090685;4.80817;-0.8177757;0.2610601;0.03593872;;;
1583;-0.003671561;-0.0788796;4.819629;-0.7412425;0.2638544;0.04130303;;;
1584;-0.003272809;-0.1223118;4.807657;-0.770285;0.2638201;0.03730757;;;
1585;-0.005091059;-0.07660335;4.827252;-0.8532258;0.270395;0.03984136;;;
1586;-0.001280554;-0.07393601;4.826117;-0.7344389;0.2787935;0.04368505;;;
1587;-0.007115945;-0.08953021;4.821165;-0.6945581;0.2784308;0.03668194;;;
1588;-0.006623848;-0.09617463;4.811079;-0.7181388;0.2842567;0.03992795;;;
1589;-0.005530932;-0.08427085;4.81761;-0.7013041;0.2607899;0.04059069;;;
1590;0.001287465;-0.0859229;4.809982;-0.6674225;0.2812001;0.03341764;;;
1591;-0.0142148;-0.09214471;4.809297;-0.6409714;0.2849112;0.03604482;;;
1592;0.009647422;-0.1274895;4.818615;-0.6551571;0.2789518;0.03979362;;;
1593;-0.001110719;-0.09475355;4.823791;-0.6704951;0.2613483;0.04075034;;;
1594;-0.01437211;-0.1013468;4.803866;-0.6213508;0.2661297;0.03611557;;;
1595;0.001142022;-0.08630392;4.792398;-0.6317655;0.2690028;0.04404049;;;
1596;-0.01259973;-0.05596803;4.795482;-0.5602269;0.255578;0.04431313;;;
1597;-0.00289686;-0.08681709;4.807138;-0.5870069;0.2557747;0.03478491;;;
1598;-0.007338061;-0.08371835;4.822;-0.617776;0.246327;0.04282513;;;
1599;-0.01296067;-0.07149702;4.827921;-0.5271082;0.2366657;0.03376224;;;
1600;0.00946389;-0.08313218;4.816391;-0.5552282;0.2206518;0.04826993;;;
1601;0.01490047;-0.07378921;4.815993;-0.5719925;0.2252868;0.03761011;;;
1602;-0.01608129;-0.0701678;4.803071;-0.5764977;0.223057;0.03858245;;;
1603;0.0006922636;-0.08524369;4.826486;-0.5518972;0.2156397;0.0530212;;;
1604;-0.01098122;-0.08268644;4.816608;-0.484324;0.1872863;0.04043898;;;
1605;0.005133057;-0.0683891;4.803158;-0.5139955;0.1927863;0.03745906;;;
1606;-0.01088018;-0.08001767;4.794922;-0.530133;0.1872323;0.04106102;;;
1607;-0.01762923;-0.1006825;4.823827;-0.4770764;0.1779034;0.04767436;;;
1608;-0.004043515;-0.08828511;4.809291;-0.4847903;0.1789383;0.04421046;;;
1609;-0.01424423;-0.09479462;4.809874;-0.4393004;0.1743421;0.04599757;;;
1610;-0.0002298741;-0.07198118;4.79824;-0.4408796;0.1616708;0.03595201;;;
1611;0.005193279;-0.07985487;4.792897;-0.482858;0.1543278;0.04502909;;;
1612;0.003261082;-0.09395754;4.820746;-0.4088498;0.1531748;0.03484184;;;
1613;0.02043568;-0.06442095;4.786935;-0.3853495;0.1540406;0.04173051;;;
1614;-0.001726569;-0.08222032;4.815774;-0.4025228;0.1473354;0.03600576;;;
1615;-0.01602866;-0.06145522;4.783534;-0.4045936;0.1433637;0.04735613;;;
1616;-0.0008444999;-0.11619;4.805343;-0.3375176;0.1328609;0.04639712;;;
1617;0.008265448;-0.07367279;4.785821;-0.2807493;0.1270784;0.04131853;;;
1618;-0.0003299195;-0.08427943;4.820415;-0.3114158;0.1214162;0.0415713;;;
1619;0.002474148;-0.1064795;4.810807;-0.2984006;0.1092336;0.03473886;;;
1620;-0.00430067;-0.08289671;4.803542;-0.2240209;0.104667;0.03605842;;;
1621;0.01288987;-0.08043926;4.796515;-0.2891729;0.1025041;0.04465509;;;
1622;-0.006945632;-0.08816179;4.807467;-0.2790146;0.09178583;0.03884778;;;
1623;0.0006471797;-0.07194114;4.80576;-0.3507679;0.08292197;0.03689492;;;
1624;0.02046642;-0.06643882;4.820998;-0.3600515;0.08434186;0.02800605;;;
1625;0.0129877;-0.09192969;4.795428;-0.2873764;0.08178694;0.03853313;;;
1626;0.007653242;-0.07778101;4.810363;-0.286444;0.07370228;0.04324271;;;
1627;0.008739088;-0.077921;4.809574;-0.3815362;0.07256988;0.03510385;;;
1628;0.01535773;-0.07541595;4.819602;-0.4089991;0.07538577;0.04372391;;;
1629;0.01242148;-0.09054429;4.827363;-0.3363568;0.07277825;0.04460371;;;
1630;0.01550369;-0.07954141;4.821334;-0.3165011;0.07127666;0.03788769;;;
1631;0.004140398;-0.08500347;4.839305;-0.2860461;0.06347062;0.04026437;;;
1632;0.0199142;-0.07361361;4.821634;-0.2558474;0.05992949;0.04184342;;;
1633;-0.00447699;-0.09867533;4.81252;-0.2175665;0.05388219;0.03979798;;;
1634;-0.01417474;-0.06274386;4.828515;-0.1844352;0.04228922;0.04315812;;;
1635;-0.01925682;-0.08123866;4.821842;-0.188899;0.04463645;0.04080246;;;
1636;-0.0007576794;-0.06101106;4.814938;-0.178068;0.0430395;0.0380239;;;
1637;-0.02256735;-0.07450507;4.808682;-0.165738;0.0368977;0.03707544;;;
1638;-0.004264486;-0.08344766;4.829368;-0.1615564;0.0345933;0.03952848;;;
1639;-0.02146479;-0.05944598;4.826116;-0.1624086;0.03278921;0.04316029;;;
1640;-0.005678671;-0.0699856;4.798603;-0.1679201;0.02740096;0.0300569;;;
1641;-0.01750807;-0.08664041;4.826188;-0.1675866;0.01596386;0.03011434;;;
1642;-0.006557772;-0.07542826;4.813967;-0.1661673;0.009470596;0.03738433;;;
1643;-0.007156468;-0.05551706;4.798895;-0.1560452;0.02091048;0.03665429;;;
1644;0.002583363;-0.1052868;4.818852;-0.1650531;0.01613152;0.03651698;;;
1645;-0.009125457;-0.07558253;4.823297;-0.1667791;0.003680915;0.03347772;;;
1646;-0.008053397;-0.0891598;4.810093;-0.1591228;-0.002117471;0.03613685;;;
1647;-0.01142772;-0.06024061;4.8276;-0.1617737;-0.003168495;0.02921168;;;
1648;-0.0005183329;-0.0783177;4.814521;-0.1495662;-0.009045306;0.03938286;;;
1649;-0.008640891;-0.07516075;4.820188;-0.1574083;-0.01440451;0.03888189;;;
1650;-0.01692799;-0.06693046;4.815234;-0.156386;-0.009935531;0.03557122;;;
1651;-0.01577336;-0.06630117;4.815688;-0.1507857;-0.02191628;0.03666558;;;
1652;-0.006959623;-0.08273179;4.821766;-0.1582599;-0.02226362;0.03497478;;;
1653;-0.007125479;-0.07737871;4.808456;-0.1485474;-0.02345448;0.03549482;;;
1654;-0.02008341;-0.1031797;4.823664;-0.1521131;-0.02541319;0.03103704;;;
1655;-0.009064776;-0.08134452;4.801709;-0.156289;-0.0300142;0.03743321;;;
1656;-0.01990039;-0.1076552;4.814974;-0.1487785;-0.02946878;0.03453083;;;
1657;-0.01156015;-0.09309841;4.81198;-0.1503789;-0.03208396;0.0358349;;;
1658;-0.000832993;-0.06541362;4.818349;-0.1453169;-0.03326941;0.03434415;;;
1659;-0.01322584;-0.08981396;4.811459;-0.1399759;-0.03608667;0.03441256;;;
1660;-0.02030591;-0.0907879;4.830146;-0.1442429;-0.03249548;0.02900483;;;
1661;-0.01202283;-0.06038744;4.832414;-0.1348335;-0.03672359;0.03307152;;;
1662;-0.01750228;-0.109334;4.812183;-0.104992;-0.0356771;0.03319784;;;
1663;-0.01810658;-0.09417564;4.814374;0.04228796;-0.04167294;0.03137477;;;
1664;-0.01100758;-0.08748769;4.800009;0.237915;-0.03731817;0.02869024;;;
1665;-0.0357854;-0.06716697;4.817096;0.38576;-0.04863985;0.03152611;;;
1666;-0.03393353;-0.09005278;4.812552;0.4761986;-0.05835823;0.02973629;;;
1667;-0.02845173;-0.08815366;4.824449;0.5295358;-0.08374683;0.01629623;;;
1668;-0.02248751;-0.09261705;4.815127;0.637181;-0.1220263;0.01514319;;;
1669;-0.03027584;-0.07879271;4.822026;0.7411801;-0.1497483;0.005782968;;;
1670;-0.02515939;-0.08495188;4.811702;0.7561157;-0.1698658;-0.006103452;;;
1671;-0.02044262;-0.07572044;4.821382;0.8172083;-0.1790436;-9.816502e-05;;;
1672;-0.03450701;-0.07678027;4.835058;0.8207842;-0.211572;-0.01531862;;;
1673;-0.03094575;-0.1082739;4.837757;0.8651167;-0.2357194;-0.01070481;;;
1674;-0.03236003;-0.07366559;4.816553;0.8460065;-0.2526232;-0.01941622;;;
1675;-0.01254502;-0.1021355;4.823569;0.8411049;-0.2656224;-0.02414123;;;
1676;-0.03465311;-0.08897614;4.820951;0.8384445;-0.2779563;-0.02378684;;;
1677;-0.01848366;-0.08187118;4.821342;0.9344128;-0.3017116;-0.03180049;;;
1678;-0.03053974;-0.07344177;4.84103;0.8690547;-0.3124182;-0.03802532;;;
1679;0.0005955168;-0.1084881;4.835782;0.8819217;-0.3390914;-0.04747989;;;
1680;-0.01982923;-0.07683747;4.814789;0.9140306;-0.3155788;-0.04983427;;;
1681;-0.01407871;-0.09665823;4.849496;0.8934255;-0.3101605;-0.05224559;;;
1682;0.00630897;-0.06644639;4.819652;0.9465508;-0.3364186;-0.05892197;;;
1683;-0.01214863;-0.09343219;4.808653;0.8835855;-0.3277078;-0.06046041;;;
1684;0.006095144;-0.065034;4.821559;0.9001481;-0.3267666;-0.06902581;;;
1685;-0.00892243;-0.09814748;4.810563;0.9417926;-0.3424637;-0.07228747;;;
1686;-0.01730167;-0.08464142;4.803062;0.8835735;-0.339921;-0.07539541;;;
1687;0.008355496;-0.09470033;4.823359;0.8275574;-0.2993616;-0.08445141;;;
1688;-0.01393689;-0.06728937;4.818628;0.8991147;-0.3052428;-0.08441655;;;
1689;0.009577003;-0.07293613;4.813788;0.8395839;-0.3054973;-0.09722921;;;
1690;0.008973064;-0.07512261;4.816286;0.8356301;-0.2960729;-0.08990654;;;
1691;-0.01098077;-0.09723062;4.833079;0.7881628;-0.2903055;-0.09260581;;;
1692;0.01072472;-0.07507211;4.809973;0.8008083;-0.281698;-0.1045876;;;
1693;-0.00101946;-0.08928596;4.809165;0.8260204;-0.2802487;-0.1103617;;;
1694;0.003613348;-0.08169711;4.823917;0.7318959;-0.2743939;-0.1135923;;;
1695;-0.005452395;-0.07411802;4.813783;0.728725;-0.2674262;-0.1160896;;;
1696;-0.003779591;-0.08442263;4.815803;0.6797795;-0.2643018;-0.1212758;;;
1697;0.002058304;-0.07707425;4.811646;0.6956503;-0.2655528;-0.1308865;;;
1698;-0.003345976;-0.07074927;4.811343;0.719699;-0.2494618;-0.124012;;;
1699;-0.0003324987;-0.08445829;4.813434;0.6503487;-0.2505755;-0.1259697;;;
1700;0.01108386;-0.0772763;4.803189;0.5808402;-0.2454536;-0.1428423;;;
1701;-0.003667466;-0.06980842;4.821282;0.6555033;-0.2304966;-0.1299983;;;
1702;0.01807148;-0.06195017;4.810443;0.6292036;-0.2298458;-0.1394355;;;
1703;0.002995179;-0.06094941;4.801198;0.6114275;-0.2287763;-0.1555177;;;
1704;0.003959579;-0.08371919;4.806128;0.5874511;-0.2205153;-0.1474425;;;
1705;0.01715389;-0.07930128;4.796308;0.6057586;-0.2131793;-0.1511516;;;
1706;0.01345615;-0.0653198;4.819958;0.6347795;-0.2039231;-0.1560566;;;
1707;0.001488115;-0.0671492;4.801589;0.5635548;-0.2044336;-0.1645373;;;
1708;0.003664733;-0.06247438;4.795165;0.6058919;-0.1973041;-0.1648686;;;
1709;0.006053129;-0.09537558;4.804122;0.5523273;-0.1879012;-0.1583157;;;
1710;0.0246495;-0.05805679;4.807171;0.582837;-0.1829665;-0.1564285;;;
1711;0.01358536;-0.08829316;4.789248;0.6181866;-0.1821038;-0.1608985;;;
1712;0.007330396;-0.06657457;4.800203;0.5451167;-0.1696201;-0.1562499;;;
1713;0.005684615;-0.07270204;4.807424;0.5053518;-0.1680033;-0.1603287;;;
1714;0.01474897;-0.0736966;4.802399;0.5461541;-0.1595161;-0.1589492;;;
1715;0.02480492;-0.05334279;4.813198;0.516496;-0.1570005;-0.1613803;;;
1716;0.02997896;-0.05133972;4.804505;0.4984479;-0.1485635;-0.1456313;;;
1717;0.00881673;-0.117397;4.808352;0.4671153;-0.1459779;-0.1454058;;;
1718;0.02926109;-0.08366196;4.785092;0.4397049;-0.1323004;-0.1446442;;;
1719;0.0166357;-0.07109407;4.793977;0.4978526;-0.1323067;-0.1389163;;;
1720;0.01687561;-0.08546758;4.797555;0.409397;-0.1258473;-0.1340109;;;
1721;0.006039916;-0.06362595;4.807263;0.4212539;-0.119381;-0.1352007;;;
1722;0.004116175;-0.06928555;4.795588;0.3985968;-0.1156589;-0.1290094;;;
1723;0.01237555;-0.08236057;4.794104;0.3489411;-0.1158344;-0.1311541;;;
1724;0.002575895;-0.08662079;4.782037;0.3832302;-0.1058188;-0.1266931;;;
1725;0.007303861;-0.0620959;4.806671;0.332616;-0.1004631;-0.1215085;;;
1726;0.014126;-0.08024117;4.812982;0.2830176;-0.1005982;-0.1290428;;;
1727;-0.0003353603;-0.09547757;4.788404;0.3508188;-0.09059075;-0.1119176;;;
1728;0.004596076;-0.06848352;4.785605;0.3111674;-0.08290557;-0.1155006;;;
1729;-0.007089518;-0.08132645;4.789495;0.3031402;-0.08274142;-0.09999967;;;
1730;-0.005682875;-0.06426132;4.8162;0.2892978;-0.08155143;-0.1068227;;;
1731;0.01020831;-0.08300201;4.804615;0.3214116;-0.07560425;-0.09490128;;;
1732;0.004262647;-0.1168297;4.797749;0.3961462;-0.07231903;-0.09140246;;;
1733;-0.002594138;-0.1076348;4.81602;0.3294664;-0.06905386;-0.08230195;;;
1734;0.01325971;-0.05979734;4.798477;0.3392772;-0.0617074;-0.08065156;;;
1735;-0.01075924;-0.08565459;4.78801;0.3928472;-0.07293205;-0.07902816;;;
1736;0.00369437;-0.05314973;4.812788;0.4220881;-0.08262219;-0.08879291;;;
1737;0.00290164;-0.08252679;4.803949;0.4913635;-0.06989217;-0.08587788;;;
1738;-0.02657494;-0.09125442;4.802695;0.4747744;-0.06529163;-0.07686314;;;
1739;-0.0002510436;-0.1012539;4.810446;0.487155;-0.09192267;-0.06989077;;;
1740;-0.00556427;-0.08487619;4.8137;0.5785182;-0.08356519;-0.05803317;;;
1741;-0.01794508;-0.1101084;4.800645;0.6035215;-0.09001414;-0.06553276;;;
1742;-0.01150671;-0.08624387;4.803729;0.655831;-0.1184178;-0.0565114;;;
1743;-0.006724613;-0.09667213;4.808104;0.6254866;-0.1079896;-0.06235842;;;
1744;-0.004766094;-0.08657843;4.806723;0.6866606;-0.1193226;-0.04610651;;;
1745;-0.006572622;-0.07300845;4.816098;0.7871219;-0.1406991;-0.05248829;;;
1746;0.001792321;-0.08579756;4.817008;0.7750268;-0.1408303;-0.04411003;;;
1747;0.01353758;-0.07553743;4.83429;0.7803193;-0.1468347;-0.03899584;;;
1748;-0.01056399;-0.06899136;4.818293;0.8219436;-0.1587452;-0.04533804;;;
1749;-0.0004162373;-0.0844852;4.810432;0.8254921;-0.1710704;-0.03870885;;;
1750;-0.009868653;-0.0711014;4.821608;0.8726261;-0.1819577;-0.03391277;;;
1751;-0.007262805;-0.06526133;4.826736;0.8403759;-0.1731263;-0.02392836;;;
1752;0.02394683;-0.08446766;4.824472;0.8531484;-0.1901134;-0.0278838;;;
1753;-0.01032998;-0.09420879;4.81865;0.8787861;-0.195705;-0.03302325;;;
1754;0.003923938;-0.07056403;4.821481;0.8146085;-0.2119361;-0.03186429;;;
1755;0.002202158;-0.1076812;4.811373;0.8627383;-0.2071723;-0.03738876;;;
1756;0.002296641;-0.09706394;4.809519;0.8269491;-0.2271141;-0.02339312;;;
1757;0.0183384;-0.08558195;4.808326;0.8319974;-0.2273209;-0.02377083;;;
1758;0.02274762;-0.1003486;4.823567;0.8795571;-0.2297935;-0.03018326;;;
1759;-0.0009292345;-0.117442;4.807597;0.8078818;-0.2426739;-0.03031034;;;
1760;0.02004237;-0.0953609;4.811292;0.7845837;-0.2495105;-0.03141775;;;
1761;0.01785901;-0.07337335;4.809021;0.7813671;-0.2501704;-0.0300879;;;
1762;0.01540631;-0.07207072;4.798835;0.8172412;-0.2630612;-0.04070446;;;
1763;0.01973347;-0.09003142;4.808367;0.8200773;-0.2612065;-0.03315409;;;
1764;-0.0002176265;-0.07651594;4.810103;0.7380717;-0.2706828;-0.03445358;;;
1765;0.02857878;-0.08969764;4.813807;0.6934374;-0.2669408;-0.03163411;;;
1766;-0.004987258;-0.07945052;4.795328;0.7659582;-0.2734002;-0.03957815;;;
1767;0.02368031;-0.07033104;4.79534;0.7183676;-0.2691798;-0.03260603;;;
1768;0.005796156;-0.04853492;4.800796;0.7252339;-0.2681252;-0.03249764;;;
1769;-0.003733934;-0.07514953;4.802216;0.6834517;-0.2716119;-0.04428593;;;
1770;0.01634032;-0.05010928;4.818033;0.6771679;-0.2586572;-0.03532689;;;
1771;0.02391939;-0.0692674;4.803749;0.7275165;-0.252699;-0.03705768;;;
1772;0.01529443;-0.08051205;4.810519;0.6735619;-0.2538262;-0.04244784;;;
1773;0.02440689;-0.05991004;4.787313;0.6382912;-0.2456827;-0.04071164;;;
1774;0.002880767;-0.1112847;4.799648;0.6051801;-0.2379943;-0.04022078;;;
1775;0.01820789;-0.07484036;4.787161;0.6365235;-0.2352666;-0.0472351;;;
1776;0.01409062;-0.04920743;4.794958;0.6490813;-0.2338551;-0.04531215;;;
1777;0.02614246;-0.05795803;4.794208;0.6007146;-0.2223869;-0.0444846;;;
1778;0.01920418;-0.06049677;4.793383;0.5804197;-0.222256;-0.04871346;;;
1779;0.01948511;-0.08039689;4.783796;0.6354505;-0.2171454;-0.05534467;;;
1780;0.02601278;-0.09143349;4.786593;0.5926285;-0.2115009;-0.05750036;;;
1781;0.02104812;-0.06107307;4.813104;0.5849993;-0.2046041;-0.04975143;;;
1782;0.02683034;-0.06974473;4.787088;0.5500555;-0.2016661;-0.05650719;;;
1783;0.01841855;-0.0941755;4.795705;0.5574352;-0.1995606;-0.05859033;;;
1784;0.001639333;-0.08602141;4.790397;0.5794399;-0.195007;-0.06018161;;;
1785;0.009257364;-0.05906722;4.782399;0.5190283;-0.1895501;-0.05362174;;;
1786;0.02989433;-0.07193667;4.789414;0.5375744;-0.180037;-0.06091273;;;
1787;0.00582245;-0.08600233;4.775173;0.4614236;-0.1773819;-0.07304487;;;
1788;0.03325274;-0.08171076;4.790577;0.4904012;-0.1660553;-0.05983858;;;
1789;0.01707711;-0.07972676;4.790824;0.5325609;-0.1688101;-0.06154781;;;
1790;0.01471262;-0.0855305;4.781448;0.435364;-0.1634789;-0.060631;;;
1791;0.02856243;-0.1203214;4.80549;0.3837446;-0.1592679;-0.07065263;;;
1792;0.02150879;-0.06823665;4.785082;0.4449271;-0.164167;-0.05813886;;;
1793;0.02147205;-0.05735186;4.798708;0.3805341;-0.1507121;-0.07045899;;;
1794;0.01313489;-0.09230459;4.779834;0.3344374;-0.1417794;-0.06541906;;;
1795;-0.007998756;-0.08944304;4.789793;0.3491365;-0.1394261;-0.06933624;;;
1796;0.02258767;-0.05665977;4.780331;0.305762;-0.1377914;-0.07258148;;;
1797;0.00689471;-0.06459776;4.789872;0.3347999;-0.1340738;-0.06410813;;;
1798;-0.005697282;-0.06378521;4.799931;0.2908952;-0.1350711;-0.06902485;;;
1799;0.005283806;-0.0745564;4.771003;0.2920285;-0.1272574;-0.0697747;;;
1800;0.009832574;-0.05267176;4.783;0.259581;-0.1191505;-0.0782397;;;
1801;-0.0001977696;-0.0816437;4.7878;0.2971428;-0.1142548;-0.06767651;;;
1802;-0.00146158;-0.07200707;4.795263;0.3523762;-0.1064568;-0.07962379;;;
