Datalogfile:;R102_IBN_TORGUE
2016-08-02 17:14:57
Samplerate:;24.0;ms

Conditions:
1;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 1: Torque (REAL)
2;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 2: Torque (REAL)
3;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 3: Torque (REAL)
4;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 4: Torque (REAL)
5;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 5: Torque (REAL)
6;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 6: Torque (REAL)
7;No log
8;No log

No;Value 1;Value 2;Value 3;Value 4;Value 5;Value 6;Value 7;Value 8;
753;0.0198005;12.13392;2.149161;-0.04651177;-0.006327466;-0.003807157;;;
754;0.0006026849;10.89896;2.429572;-0.04094958;0.001760007;-0.007458077;;;
755;-0.006088257;9.345366;2.64104;-0.03992416;0.003527931;-0.001240096;;;
756;0.007503454;8.80492;2.690036;-0.04327172;0.002500891;-0.006806219;;;
757;0.01179536;8.956518;2.71221;-0.03687208;0.003233469;-0.002437654;;;
758;-0.002525578;8.468371;2.770773;-0.03782602;-0.0005180322;-0.001425696;;;
759;0.01012847;8.28082;2.883775;-0.04053606;0.001822055;-0.008795371;;;
760;-0.0006928769;8.453578;2.970305;-0.0465046;9.657491e-05;-0.008218898;;;
761;0.001226578;7.443135;3.103788;-0.04934164;0.005478546;-0.001873719;;;
762;0.01207647;7.497116;3.165089;-0.04341348;-0.001241444;-0.004174235;;;
763;-0.01254459;7.380326;3.273878;-0.04859483;-0.002500506;0.003357389;;;
764;-0.003578324;7.380415;3.383499;-0.03446714;0.001935122;-0.009465363;;;
765;0.009900586;7.038789;3.45706;-0.04057636;3.87799e-05;-0.004432184;;;
766;-0.0005252721;6.662854;3.571001;-0.04234652;0.002268984;0.00229342;;;
767;-0.01748129;6.392836;3.677695;-0.04037279;0.0002716792;-0.01228861;;;
768;0.009019587;6.076451;3.751036;-0.04132337;0.003147912;-0.009058618;;;
769;0.01737417;6.170994;3.873159;-0.04043676;-0.001101427;-0.00207697;;;
770;0.01052705;5.899718;3.897916;-0.04855894;0.0008501246;-0.009187443;;;
771;0.01343856;5.856222;3.990125;-0.03964426;-0.005048451;-0.006706367;;;
772;0.01406327;5.49807;4.085243;-0.04782872;-0.002791436;-0.002295954;;;
773;0.005407646;5.111806;4.130993;-0.04233517;-0.002801619;-0.00476458;;;
774;-0.0006125848;5.055483;4.243801;-0.04596253;-0.001771198;-0.0004342984;;;
775;0.008291829;4.697447;4.281504;-0.0276805;0.002389771;-0.0006905079;;;
776;0.01661587;4.604508;4.381767;-0.04194948;-0.0002213832;-0.003209067;;;
777;0.01237458;4.702559;4.444408;-0.04073502;0.003752037;-0.01289243;;;
778;0.007606236;4.385652;4.500706;-0.04060599;-0.002631719;-0.004920395;;;
779;0.01258562;4.071118;4.596153;-0.04040677;-0.002222593;-0.002824372;;;
780;-0.007106991;4.132811;4.634923;-0.04106577;0.003570246;-0.002209601;;;
781;-0.001570071;3.617307;4.699277;-0.04426045;-0.006663365;-0.009125461;;;
782;0.02182659;3.29572;4.764581;-0.03423258;-0.005056582;-0.005110074;;;
783;0.01134147;3.470433;4.770316;-0.03862712;0.0003987267;-0.007141204;;;
784;0.005355807;3.216485;4.800282;-0.0399748;-0.00069673;-0.004150209;;;
785;0.003941452;2.8881;4.887603;-0.04750066;0.002176346;-0.0043163;;;
786;0.003266471;2.993564;4.945891;-0.04857897;0.001705773;-0.006325975;;;
787;0.00175795;2.598812;4.994833;-0.04279035;-0.0001140596;-0.005399527;;;
788;0.01603496;2.383974;5.031451;-0.04268615;0.009539006;-0.003302268;;;
789;0.01581441;2.556632;5.083107;-0.05082826;0.005606194;-0.005137827;;;
790;0.01057348;2.323425;5.080315;-0.04145119;0.001825363;-0.004415899;;;
791;0.01835205;1.957798;5.11106;-0.04332143;0.004347081;0.004372927;;;
792;0.02153839;1.853268;5.153949;-0.03946937;0.002969353;-0.000720043;;;
793;0.002264451;1.485677;5.165769;-0.04427664;0.00127878;-0.005440854;;;
794;0.006109243;1.202593;5.230699;-0.04277517;-0.00414471;-0.006624687;;;
795;0.01648938;1.352121;5.229776;-0.03871227;0.001561601;-0.007482045;;;
796;0.01478567;1.14572;5.251409;-0.03749631;0.004433832;-0.005534237;;;
797;0.01933995;0.7270069;5.29533;-0.03401669;0.002893578;0.002439181;;;
798;0.01447392;0.4949468;5.343033;-0.04462706;0.001424554;-0.004821361;;;
799;0.009403448;-1.025318;5.417661;-0.04047366;0.00113046;0.002005585;;;
800;0.0005111502;-3.038461;5.455956;-0.04330177;0.002044582;0.002233832;;;
801;-0.003031194;-5.441991;5.580968;-0.03943035;0.001196178;0.002732642;;;
802;0.00654798;-7.104204;5.573895;-0.04424167;-0.00338944;-0.0005779096;;;
803;0.0101457;-8.579651;5.779128;-0.0372326;-0.003273668;-0.004750874;;;
804;0.0006397865;-9.766613;5.989283;-0.04377154;0.0007040626;-0.01357698;;;
805;0.005585629;-10.08419;5.952399;-0.0365511;0.002343394;-0.002196747;;;
806;0.01694602;-10.29663;6.013712;-0.04189089;0.00225252;-0.002012159;;;
807;0.02438236;-10.14913;6.067167;-0.04081587;0.002731742;-0.002324671;;;
808;0.002900753;-10.0651;6.112307;-0.03854859;0.003254544;-0.0005868859;;;
809;0.01419153;-10.05026;6.177065;-0.03919962;0.0001273513;-0.006344753;;;
810;-0.0004294349;-8.885735;6.259394;-0.04064003;-0.002690856;0.004502364;;;
811;0.007448732;-7.961938;6.213927;-0.05215286;0.001615129;-0.002803734;;;
812;0.01197877;-7.488435;6.216034;-0.03841657;-0.001022337;-0.006014154;;;
813;0.01662787;-6.428811;6.193569;-0.04841138;0.000818805;-0.002943315;;;
814;0.01183065;-6.163924;6.120312;-0.04062371;0.001986553;-0.004061749;;;
815;0.0213527;-5.467907;6.004638;-0.05460171;1.775585e-06;-0.009545248;;;
816;0.01625944;-5.402114;5.99474;-0.03785698;0.001575865;-0.009268584;;;
817;0.003745049;-5.623693;5.982428;-0.03746202;0.001827021;-0.002895;;;
818;0.02354429;-5.745288;6.050429;-0.03717141;0.00278336;-0.005378915;;;
819;0.01172489;-5.736274;6.042172;-0.0422779;-0.001668909;0.0007423359;;;
820;0.007544327;-5.569692;6.045433;-0.04060995;-0.002460805;-0.004039299;;;
821;0.01010082;-5.379709;6.009278;-0.0409266;-0.002331447;0.0007769914;;;
822;0.009554263;-5.329109;5.987383;-0.0411754;-0.004140717;-0.004071725;;;
823;0.01150202;-5.395113;5.979096;-0.03521619;0.001882987;-0.004202736;;;
824;0.008576442;-5.520825;5.987348;-0.03704966;-0.006048209;-0.00331437;;;
825;0.003495316;-5.543692;5.992283;-0.02961914;0.005499491;0.003122318;;;
826;0.007896405;-5.490029;5.98648;-0.0409381;0.002265369;-0.00731593;;;
827;0.0094036;-5.443351;5.9878;-0.03712158;-0.001085152;-0.003713891;;;
828;0.01245766;-5.389082;5.98293;-0.04048601;-0.003923079;-0.0080268;;;
829;0.01572387;-5.436842;5.991632;-0.050573;-2.146615e-05;-0.005736909;;;
830;0.01735877;-5.479362;5.97866;-0.03796762;0.0005193555;-0.008309376;;;
831;0.01316501;-5.514977;5.970088;-0.05266299;0.00498802;-0.00267543;;;
832;0.001185306;-5.501319;5.991581;-0.04905169;-6.031836e-05;-0.007123261;;;
833;0.00720835;-5.467301;5.953656;-0.04481565;0.002950271;-0.007235411;;;
834;0.01601353;-5.474505;5.978276;-0.03714258;-0.0001048986;-0.003712944;;;
835;0.02170848;-5.476476;6.046632;-0.03761882;0.0002904766;-0.0007284776;;;
836;0.0224527;-5.499262;6.520292;-0.03556745;-0.00208554;0.001601908;;;
837;0.01126163;-5.596655;7.135954;-0.04413611;-0.002977856;-0.001743699;;;
838;0.005063766;-5.850146;7.420263;-0.03915304;-0.0008063224;-0.003238824;;;
839;-0.001329435;-6.146886;8.001302;-0.03705881;-0.0005727977;-0.001047152;;;
840;0.0103787;-6.47898;9.041946;-0.04096928;-0.001999897;-0.003298986;;;
841;0.004112928;-6.764972;9.718139;-0.02996759;-0.001156354;-0.007594999;;;
842;0.01394307;-6.977225;9.945826;-0.03017125;-0.0005749273;-0.005857159;;;
843;0.02659949;-7.134526;10.36581;-0.03634518;0.003578536;-0.008273408;;;
844;0.01033849;-7.182045;10.38739;-0.03848657;0.003172637;-0.005995505;;;
845;0.01337006;-7.250712;10.05786;-0.0399209;0.001610036;0.001680623;;;
846;0.01583963;-7.34967;10.80829;-0.03688571;0.0002927109;-0.00318974;;;
847;-0.007370538;-7.485654;10.07945;-0.02998237;0.01306625;-0.004774278;;;
848;-0.002281992;-7.641376;10.42006;-0.0380881;0.003480175;-0.003110195;;;
849;0.01428375;-7.688087;9.653263;-0.03619739;0.00459462;-0.01345079;;;
850;0.01337915;-7.714783;8.984859;-0.03622773;0.001612492;-0.005809754;;;
851;0.01339465;-7.741886;8.676837;-0.0381201;0.003301487;-0.001946776;;;
852;0.02594554;-7.563166;8.47874;-0.04518802;-0.001158294;-0.003923121;;;
853;0.01407254;-7.453213;7.789274;-0.03681556;0.0008963858;0.0002910726;;;
854;0.01180147;-7.469779;7.993941;-0.04644857;0.003040506;-0.001575622;;;
855;0.01740501;-7.422474;8.075651;-0.04048301;-0.00133285;-0.003009204;;;
856;0.0246764;-7.552324;7.692312;-0.03426007;-2.26269e-05;-0.0009847005;;;
857;0.01399661;-7.52303;7.691305;-0.0377655;0.002130663;-0.003866497;;;
858;0.02264803;-7.408337;7.607266;-0.03927866;0.006443366;-0.005225205;;;
859;0.001679115;-7.345587;8.068408;-0.0380235;0.003196412;-1.76073e-05;;;
860;0.01368184;-7.357578;7.465621;-0.03838509;-0.002525259;0.004850428;;;
861;0.02043834;-7.36034;7.778665;-0.04166026;-0.002944759;-0.005174401;;;
862;0.01002022;-7.402965;7.69808;-0.03646641;0.001892075;-0.001356196;;;
863;0.01574205;-7.411996;7.929274;-0.04814927;-0.005439308;-0.01213574;;;
864;0.007001359;-7.418017;7.461863;-0.03623734;-0.001080558;-0.004697273;;;
865;0.007538508;-7.347492;7.540929;-0.03642222;0.003517165;0.0003224527;;;
866;0.01373179;-7.273906;7.759958;-0.03382739;0.0003105553;-0.007505334;;;
867;0.008146624;-7.297621;7.37142;-0.03637752;-3.444248e-05;0.005944265;;;
868;0.01667824;-7.304342;7.922508;-0.03217476;0.004495193;-0.006647556;;;
869;0.02082114;-7.30061;7.516782;-0.04430403;0.001339953;-0.003943589;;;
870;0.006548523;-7.273943;7.821163;-0.03266977;0.003630492;-0.009243429;;;
871;0.008734981;-7.265844;7.361914;-0.04130142;-0.004728869;0.004458433;;;
872;0.02398761;-7.185511;7.500893;-0.04260865;0.002144777;0.00156816;;;
873;0.01517907;-7.112518;7.274059;-0.03492757;-0.001717627;-0.003949533;;;
874;0.005632165;-7.185698;7.231955;-0.03472033;0.006431005;-0.009071232;;;
875;0.009481519;-7.145882;7.521792;-0.0409872;0.0006898698;-5.24859e-05;;;
876;0.007389176;-7.174242;7.50596;-0.04123576;0.004030539;0.001917652;;;
877;0.01861295;-7.125257;7.6998;-0.03848439;0.004148512;-0.00217212;;;
878;0.0301651;-7.124254;7.162224;-0.03780324;-0.0006535167;-0.003142138;;;
879;0.01171811;-7.039865;7.160627;-0.03628343;-0.0002016315;-0.003869998;;;
880;0.01320137;-6.954374;7.207259;-0.0295171;0.001357827;0.001272972;;;
881;0.01791214;-6.952218;7.246178;-0.03786192;-0.003587716;-0.00484776;;;
882;0.01629136;-6.986498;7.054904;-0.03394284;-0.0007116816;-0.007397522;;;
883;0.007303753;-6.893402;7.350186;-0.03586191;0.002064907;-0.002032479;;;
884;0.02307132;-6.94535;7.277806;-0.04162399;0.001320458;-0.001698526;;;
885;0.01834274;-6.86369;7.03805;-0.04069445;-0.001395278;-0.009596763;;;
886;0.01424523;-6.749848;6.251839;-0.04154666;-0.0009802677;-0.003360388;;;
887;0.03345765;-6.157594;5.870176;-0.04425877;0.002122246;-0.00470534;;;
888;0.01739311;-5.564895;5.211102;-0.04262481;0.001306321;-0.002902011;;;
889;0.02271387;-4.88381;4.617903;-0.04489834;0.005766492;-0.003768343;;;
890;0.01651459;-4.207552;4.062848;-0.0408459;-8.02475e-05;-0.004194236;;;
891;0.01903784;-3.690907;3.484607;-0.03625222;0.004418736;-0.00427384;;;
892;0.007582277;-3.326061;2.989266;-0.03509113;0.00143326;-0.002960791;;;
893;0.006066893;-3.184188;3.08545;-0.03743477;0.003554078;-0.007220531;;;
894;0.0201009;-3.035269;2.608336;-0.0319945;-0.0003364139;-0.0004765826;;;
895;0.02184374;-2.810818;2.584219;-0.03036529;-0.002509327;-0.001791419;;;
896;0.01416332;-2.697971;2.617956;-0.04126148;0.001675684;-0.008497978;;;
897;0.0253578;-2.635382;2.424095;-0.03718467;0.002489201;-0.005079517;;;
898;0.01183478;-2.529966;2.116107;-0.03808918;0.005264968;-0.003299631;;;
899;0.006446556;-2.349391;1.554934;-0.04234748;0.001327956;-0.003310976;;;
900;0.006438971;-2.203049;0.5108835;-0.03683828;-0.002743859;-0.004789481;;;
901;0.001028064;-2.086843;-0.07344981;-0.03800802;0.003370933;0.0001304799;;;
902;0.02793404;-2.031886;-0.5033742;-0.03284975;-0.0004909079;-0.0006214752;;;
903;0.01287667;-1.937426;-0.9402967;-0.04283782;0.001379222;-0.0002262933;;;
904;0.0133033;-1.89722;-0.9467058;-0.04518575;0.002952252;-0.003301071;;;
905;0.01532906;-1.914674;-1.28621;-0.03694296;0.005049454;-0.00229867;;;
906;0.02451753;-1.897315;-1.245262;-0.03797037;0.001175953;-0.003399316;;;
907;0.02447179;-1.98001;-1.153977;-0.03614496;9.157225e-05;0.001077977;;;
908;0.0268952;-2.327874;-0.7398995;-0.04031915;-0.0004858717;0.001926268;;;
909;0.00790185;-2.896775;-0.1291308;-0.04341311;0.004429972;-0.005853818;;;
910;0.008811407;-3.492596;0.291787;-0.03924574;-0.005711251;0.002699971;;;
911;0.01426765;-4.126449;0.5598574;-0.03960213;-0.0009859252;-0.003262103;;;
912;0.01794521;-4.554844;1.23133;-0.03888245;0.0003006066;0.001875491;;;
913;0.01540245;-4.858199;1.498194;-0.03823463;0.003378004;-0.005837446;;;
914;0.02239351;-4.933227;1.525982;-0.04116284;0.005358771;-0.004595669;;;
915;0.01407044;-4.883741;1.596579;-0.03436549;0.002104789;-0.005176754;;;
916;0.01732698;-5.045736;1.901446;-0.03601954;-0.002704758;0.0005532584;;;
917;0.02992734;-5.20447;1.551155;-0.03694924;-0.001475896;9.776239e-05;;;
918;0.01222244;-5.365607;1.944186;-0.04319969;-0.004560824;0.0005872234;;;
919;-0.0008750845;-5.51838;1.868458;-0.04160558;-0.002411974;-0.000545234;;;
920;0.01922314;-5.643551;2.121966;-0.04038618;0.003391627;-0.003138708;;;
921;0.02378517;-5.813166;2.023907;-0.03669178;0.003092596;-0.004812282;;;
922;0.01128154;-5.938722;2.059602;-0.0376171;0.002324235;-0.009351338;;;
923;0.02409333;-6.089321;2.068104;-0.03024988;0.0008396127;-0.002638568;;;
924;0.01434613;-6.230968;1.903436;-0.03778359;-0.003155578;-0.005134058;;;
925;-0.007060359;-6.356672;1.992643;-0.03500378;0.0004016384;-0.006112671;;;
926;0.01224981;-6.430703;1.86206;-0.03796856;-0.0002745581;-0.004802881;;;
927;0.01477807;-6.526307;2.173802;-0.03354871;0.001008282;0.003581543;;;
928;0.02265194;-6.613356;2.113786;-0.03825712;0.001550142;-0.00338054;;;
929;0.01365666;-6.666144;2.482091;-0.03959147;0.00403723;-0.004257856;;;
930;0.03152828;-6.838736;2.373992;-0.04131306;0.0003088784;-0.0005668555;;;
931;0.00977027;-6.959229;2.260244;-0.04214771;0.003134988;-0.001606424;;;
932;0.0169579;-6.95407;2.238375;-0.04282402;-0.001156612;0.002082382;;;
933;0.01663768;-6.861248;2.246073;-0.04190148;-0.003434576;-0.001753161;;;
934;0.02456688;-6.884113;2.094952;-0.03215737;0.002790676;-0.00133168;;;
935;0.02812412;-6.919032;2.104998;-0.03335688;-0.0008139615;-0.001328854;;;
936;0.007824188;-7.092204;2.40722;-0.03875491;0.006687569;-0.008419783;;;
937;0.01553623;-7.171979;2.640404;-0.03693767;0.005696183;-0.001233076;;;
938;0.01023876;-7.213487;2.425041;-0.04051288;-0.0008361914;-0.005870409;;;
939;0.03504137;-7.189897;2.06863;-0.04086952;-0.003801433;-0.006788266;;;
940;0.01957308;-7.057756;2.169663;-0.03727216;-0.002306837;-0.01037563;;;
941;0.01502445;-7.107481;2.061456;-0.03962381;0.0004625389;0.001203803;;;
942;0.02303971;-7.216959;2.43683;-0.03909277;0.00164028;-0.001366335;;;
943;0.00525632;-7.312279;2.374697;-0.03450594;0.00487877;-0.002656199;;;
944;0.01688659;-7.343073;2.659526;-0.03931412;-0.001820132;0.004028375;;;
945;0.0101681;-7.361404;2.259499;-0.03615205;0.0007202602;-0.003676009;;;
946;0.01345128;-7.271044;2.259425;-0.03264739;2.810609e-05;0.0003907096;;;
947;0.01599322;-7.179147;2.282027;-0.03831289;-0.0001947543;-0.0064915;;;
948;0.01652396;-7.252584;2.133416;-0.0505238;0.001563378;0.005372638;;;
949;0.004948567;-7.306467;2.22042;-0.03735056;9.571887e-06;-0.006791661;;;
950;0.02475717;-7.335536;2.380241;-0.03944891;0.0005119204;0.0006616246;;;
951;0.026335;-7.400281;2.81825;-0.0414281;0.005653496;-0.009157733;;;
952;0.01238288;-7.361802;2.046596;-0.03646879;-0.0008773981;0.000923277;;;
953;0.02387462;-7.269575;2.125521;-0.0361169;0.008021939;-0.009027942;;;
954;0.0151632;-7.222904;2.127391;-0.03012451;-0.000102065;-0.004525328;;;
955;0.01378005;-7.313543;2.239978;-0.03576974;-0.001988735;-0.003032025;;;
956;0.01504017;-7.333279;1.947292;-0.03235269;-0.002604058;-0.005494444;;;
957;0.01953834;-7.363207;2.187887;-0.03446763;0.006612166;-0.01015166;;;
958;0.007905078;-7.351425;2.520578;-0.03546349;0.003670366;0.001433433;;;
959;0.022197;-7.267183;2.000573;-0.03889511;0.001548463;-0.008279609;;;
960;0.01763001;-7.290265;2.325475;-0.04349944;-0.001724878;0.002043488;;;
961;0.01314987;-7.235097;2.155787;-0.03662363;0.001525594;-0.003924816;;;
962;0.02375511;-7.277217;2.042545;-0.03501363;-0.0009521976;-0.0032238;;;
963;0.03702274;-7.277536;1.854586;-0.04164655;-0.0002957156;0.001357339;;;
964;0.02392883;-7.236641;2.031461;-0.03261181;0.0007143223;-0.001712459;;;
965;0.02794711;-7.259867;2.01272;-0.03052066;1.811005e-05;0.001510027;;;
966;0.01897325;-7.213496;1.620791;-0.03186883;-0.003031674;-0.006104825;;;
967;0.02127547;-7.256845;1.918291;-0.03747045;0.0001939897;-0.0008469727;;;
968;0.01830833;-7.21409;2.165998;-0.03901887;0.001637187;-0.005947134;;;
969;0.03097196;-7.180101;1.862212;-0.04092516;0.001567061;-0.003960883;;;
970;0.0199873;-7.147819;1.549975;-0.03433112;0.004370655;0.001013276;;;
971;0.02372728;-7.06437;1.806404;-0.04090459;-0.002208644;0.001331623;;;
972;0.03805078;-7.085888;1.936985;-0.03538571;0.001166487;-0.004601613;;;
973;0.01542376;-7.106557;1.6002;-0.03854395;-0.002530374;0.007485507;;;
974;0.008752616;-7.050646;1.520211;-0.03829897;0.0001578715;-0.003585701;;;
975;0.01996019;-6.968885;1.859908;-0.03948044;0.00207344;-0.004310889;;;
976;0.01379962;-6.972216;1.525841;-0.04301269;0.001207191;-0.001604584;;;
977;0.0195559;-6.992673;1.583922;-0.04242373;-0.001621494;0.001669393;;;
978;0.02101925;-6.896665;1.370409;-0.03313982;-0.00271477;-0.003578927;;;
979;0.02184655;-6.88949;1.438944;-0.04295434;0.004209799;-0.001551802;;;
980;0.0103286;-6.769091;1.162161;-0.03765189;0.004032901;-0.002258254;;;
981;0.01037986;-6.805205;1.211212;-0.04068067;0.001790561;-0.005872776;;;
982;0.006988124;-6.74249;1.689547;-0.03824482;-0.003422798;-0.0006006345;;;
983;0.0339694;-6.697249;1.084104;-0.03974374;0.006236326;-0.00165469;;;
984;0.01879633;-6.718261;1.11811;-0.04198812;-0.002459947;0.002882955;;;
985;0.004713283;-6.596746;1.084383;-0.03986278;0.003894875;-0.009408938;;;
986;0.03032355;-6.585495;1.490928;-0.03965102;-0.002965238;0.002873993;;;
987;0.02318961;-6.499744;0.6777963;-0.03836288;-0.0001842671;-0.002032156;;;
988;0.0198666;-6.434622;0.9084712;-0.03900587;-0.001453993;0.0001956753;;;
989;0.01526135;-6.428714;1.060286;-0.03907036;0.001952502;-0.001166738;;;
990;0.02876815;-6.321851;0.9769244;-0.03539985;-0.0007742581;-0.0009356326;;;
991;0.02278417;-6.278307;0.6449843;-0.03696951;0.007642554;-0.002532121;;;
992;0.01683723;-6.188313;0.7504739;-0.0323199;0.002325411;-0.002736673;;;
993;0.01166479;-6.191439;0.8291932;-0.03628044;0.002184311;-0.001853795;;;
994;0.03611349;-6.13126;0.2861095;-0.03342149;-0.0006834365;0.0005684667;;;
995;0.02517346;-6.030138;0.4230671;-0.0438356;-0.002282588;0.002591595;;;
996;0.01970458;-5.998227;0.653669;-0.03486628;-9.382905e-05;-0.007924634;;;
997;0.01366934;-5.905099;0.2763038;-0.04149952;0.001087769;-0.001058733;;;
998;0.02153418;-5.919446;0.1398613;-0.03689656;-0.0008317297;-0.0002607896;;;
999;0.02107018;-5.810914;0.5007114;-0.04175334;-0.0007938816;-0.002604502;;;
1000;0.0252269;-5.762524;0.6742016;-0.02952317;0.0007518455;-0.00243966;;;
1001;0.01336238;-5.711062;0.946407;-0.03427814;0.001621239;-0.0004852745;;;
1002;0.02681324;-5.659943;1.204859;-0.04489447;0.0004879193;-0.001168368;;;
1003;0.01049687;-5.59482;2.321381;-0.0410151;-0.001390121;0.0009548266;;;
1004;0.01617736;-5.564007;2.589168;-0.04756761;0.005037831;-0.002137013;;;
1005;0.02872466;-5.486696;2.584854;-0.03746543;0.003454045;-0.004285266;;;
1006;0.006669609;-5.424349;3.01771;-0.03672811;0.005337509;-0.003248401;;;
1007;0.007955197;-5.414323;3.383114;-0.03594632;4.090139e-05;-0.002219684;;;
1008;0.03063792;-5.318032;3.221583;-0.04366097;-0.002304866;-0.006706018;;;
1009;0.0220393;-5.278344;3.513537;-0.03526188;0.002865157;0.004234477;;;
1010;0.008119459;-5.181927;3.519212;-0.03755944;0.002516245;-0.003079091;;;
1011;0.01602738;-5.145428;3.58303;-0.04487221;-0.0005231113;-0.001805454;;;
1012;0.03078053;-5.115036;3.70505;-0.03333677;0.002010593;0.006863107;;;
1013;0.02616112;-5.04341;4.015055;-0.03899567;-0.00449363;-0.0003981771;;;
1014;0.01707043;-5.033465;4.974619;-0.04094045;-0.00225413;-0.001448507;;;
1015;0.01286817;-4.949519;5.916763;-0.04271246;-0.001104309;0.0002729609;;;
1016;0.01330857;-4.908907;6.515028;-0.03329063;0.004057054;0.001470568;;;
1017;0.02877837;-4.869822;6.792106;-0.0391005;-0.0006210317;-0.008992452;;;
1018;0.02498796;-4.776728;7.165877;-0.04175475;0.004587527;0.001498725;;;
1019;0.01589885;-4.747542;7.140602;-0.03258273;0.004724497;0.0002769819;;;
1020;0.01647671;-4.688723;7.068445;-0.0444577;0.00732937;-0.005986619;;;
1021;0.01444335;-4.636923;7.407762;-0.03942294;0.002439034;0.00140507;;;
1022;0.008842625;-4.610951;6.892864;-0.04129135;-0.00081301;-0.001833467;;;
1023;0.02083589;-4.589058;6.570028;-0.03382796;0.00678361;-0.000238876;;;
1024;0.005974428;-4.558496;6.544397;-0.04088624;-0.0009357588;-0.004201449;;;
1025;0.013555;-4.558378;6.148267;-0.03555095;-0.001434297;-0.0005644417;;;
1026;0.009128504;-4.493103;5.507129;-0.04107299;-0.001308079;-0.00516175;;;
1027;0.0131481;-4.455543;5.474669;-0.04125063;0.0006726917;-0.005793428;;;
1028;0.01344517;-4.443639;5.639354;-0.03656966;-0.001075716;0.002087024;;;
1029;0.02643708;-4.392997;5.316158;-0.03628238;0.004723285;0.005080818;;;
1030;0.01440617;-4.368758;5.443308;-0.03627877;-0.00189943;-0.001600683;;;
1031;0.02687279;-4.431447;5.470138;-0.02573551;0.005088964;0.006123535;;;
1032;0.01301306;-4.397637;5.49702;-0.04107322;-0.004551755;-0.0004350979;;;
1033;0.02602276;-4.484796;5.345881;-0.03991519;-0.002849383;-0.007601813;;;
1034;0.01571983;-4.483512;5.883375;-0.04024484;0.002230881;-0.002252676;;;
1035;0.01415653;-4.486488;5.852535;-0.04220013;-0.00405928;0.001387897;;;
1036;0.01216885;-4.518922;5.912635;-0.04020634;-0.002687257;-0.008525142;;;
1037;0.02300284;-4.559939;5.79265;-0.0392516;0.005107768;0.005325892;;;
1038;0.007684712;-4.560206;6.088219;-0.0438296;-0.003059641;-0.006705229;;;
1039;0.01249264;-4.59715;6.156371;-0.03718368;0.0005510642;-0.001445891;;;
1040;0.01433668;-4.629522;5.787975;-0.0323221;0.004583688;-0.00988606;;;
1041;0.0073202;-4.641943;6.143975;-0.04187976;0.005887572;-0.006804531;;;
1042;0.007064221;-4.67902;6.286171;-0.03523367;-0.00232395;0.00328153;;;
1043;0.02299391;-4.731215;6.316533;-0.03769939;0.003086918;0.01064034;;;
1044;0.02192149;-4.729735;5.937075;-0.03370238;-0.002498056;-0.00810405;;;
1045;-0.0009230318;-4.792745;6.529439;-0.03820581;-0.0007081572;-0.0001932167;;;
1046;0.009541234;-4.828463;6.525561;-0.04290127;-0.004458908;-0.0008787148;;;
1047;0.03157978;-4.815581;6.537132;-0.03801354;0.0004709453;0.0005970942;;;
1048;0.02053866;-4.866008;6.378583;-0.03119432;0.002327774;-0.001311144;;;
1049;0.02264084;-4.913975;6.808684;-0.04175211;0.00257236;0.0008274627;;;
1050;0.0129399;-4.95038;6.589611;-0.03208148;0.001647657;0.003368963;;;
1051;0.02163441;-4.987745;6.619789;-0.03758035;0.002367782;0.005150162;;;
1052;0.004225747;-4.974959;6.973121;-0.03538436;-0.003057164;0.003393894;;;
1053;0.02826156;-5.044287;6.646578;-0.04335218;-0.001135662;-0.004969264;;;
1054;0.02590632;-5.054763;6.707408;-0.034745;0.0008402822;-0.0007823823;;;
1055;0.01470249;-5.133964;6.892905;-0.03806078;0.001612375;-0.003764522;;;
1056;0.01606314;-5.128428;7.216371;-0.03015889;0.003135657;-0.002487368;;;
1057;0.02339176;-5.161305;6.808339;-0.03841803;0.001007716;0.001105697;;;
1058;0.02983917;-5.220101;6.899417;-0.03536691;-0.0002420231;-0.001704206;;;
1059;0.02530604;-5.204018;7.033308;-0.03468396;0.003887412;0.003426359;;;
1060;0.02126777;-5.269518;7.169448;-0.03952125;1.613182e-05;0.002321878;;;
1061;0.01575058;-5.272629;6.846432;-0.03974209;0.001177915;-0.005689666;;;
1062;0.0310087;-5.307343;7.025998;-0.03979473;0.002307207;-0.0009250924;;;
1063;0.01383152;-5.356844;7.388685;-0.03754642;0.003863628;-0.003328869;;;
1064;0.01854777;-5.390924;7.201095;-0.04057531;0.005536981;-0.0003680086;;;
1065;0.01891934;-5.377631;6.986563;-0.04501101;0.001380719;-0.003137005;;;
1066;0.004719697;-5.424272;6.489548;-0.03724141;0.005310735;0.0006526734;;;
1067;0.02120457;-5.445956;6.016716;-0.03389989;0.005992945;0.006617547;;;
1068;0.03043537;-5.436519;5.18367;-0.03753086;0.0001824196;-0.00464604;;;
1069;0.02184041;-5.429557;4.854529;-0.03979573;-0.0008074196;-0.005213636;;;
